cv_fold,snp_count,model,score
60,10,Naive Bayes,0.81
60,10,Random Forest,0.88
60,10,SVC,0.83
60,50,Logistic Regression,0.9
60,50,Naive Bayes,0.86
60,50,Random Forest,0.88
60,50,SVC,0.86
60,100,Logistic Regression,0.93
60,100,Naive Bayes,0.88
60,100,Random Forest,0.93
60,100,SVC,0.9
60,500,Logistic Regression,0.93
60,500,Naive Bayes,0.9
60,500,Random Forest,0.93
60,500,SVC,0.95
60,2000,Logistic Regression,0.98
60,2000,Naive Bayes,0.98
60,2000,Random Forest,0.93
60,2000,SVC,0.93
60,5000,Logistic Regression,0.95
60,5000,Naive Bayes,0.95
60,5000,Random Forest,0.88
60,5000,SVC,0.98
60,All,Logistic Regression,0.76
60,All,Naive Bayes,0.88
60,All,Random Forest,0.83
60,All,SVC,0.74
61,1,Logistic Regression,0.6
61,1,Naive Bayes,0.6
61,1,Random Forest,0.74
61,1,SVC,0.6
61,10,Logistic Regression,0.81
61,10,Naive Bayes,0.76
61,10,Random Forest,0.74
61,10,SVC,0.83
61,50,Logistic Regression,0.83
61,50,Naive Bayes,0.81
61,50,Random Forest,0.86
61,50,SVC,0.83
61,100,Logistic Regression,0.88
61,100,Naive Bayes,0.79
61,100,Random Forest,0.79
61,100,SVC,0.86
61,500,Logistic Regression,0.93
61,500,Naive Bayes,0.81
61,500,Random Forest,0.86
61,500,SVC,0.88
61,2000,Logistic Regression,0.93
61,2000,Naive Bayes,0.88
61,2000,Random Forest,0.83
61,2000,SVC,0.93
61,5000,Logistic Regression,0.98
61,5000,Naive Bayes,0.88
61,5000,Random Forest,0.86
61,5000,SVC,0.98
61,All,Logistic Regression,0.71
61,All,Naive Bayes,0.74
61,All,Random Forest,0.74
61,All,SVC,0.71
62,1,Logistic Regression,0.52
62,1,Naive Bayes,0.43
62,1,Random Forest,0.52
62,1,SVC,0.52
62,10,Logistic Regression,0.71
62,10,Naive Bayes,0.62
62,10,Random Forest,0.67
62,10,SVC,0.79
62,50,Logistic Regression,0.86
62,50,Naive Bayes,0.69
62,50,Random Forest,0.83
62,50,SVC,0.83
62,100,Logistic Regression,0.88
62,100,Naive Bayes,0.67
62,100,Random Forest,0.76
62,100,SVC,0.79
62,500,Logistic Regression,0.86
62,500,Naive Bayes,0.69
62,500,Random Forest,0.71
62,500,SVC,0.81
62,2000,Logistic Regression,0.95
62,2000,Naive Bayes,0.83
62,2000,Random Forest,0.71
62,2000,SVC,0.88
62,5000,Logistic Regression,0.9
62,5000,Naive Bayes,0.81
62,5000,Random Forest,0.69
62,5000,SVC,0.88
62,All,Logistic Regression,0.57
62,All,Naive Bayes,0.64
62,All,Random Forest,0.62
62,All,SVC,0.57
63,1,Logistic Regression,0.57
63,1,Naive Bayes,0.55
63,1,Random Forest,0.57
63,1,SVC,0.57
63,10,Logistic Regression,0.76
63,10,Naive Bayes,0.86
63,10,Random Forest,0.79
63,10,SVC,0.81
63,50,Logistic Regression,0.88
63,50,Naive Bayes,0.86
63,50,Random Forest,0.83
63,50,SVC,0.9
63,100,Logistic Regression,0.95
63,100,Naive Bayes,0.83
63,100,Random Forest,0.83
63,100,SVC,0.88
63,500,Logistic Regression,0.9
63,500,Naive Bayes,0.86
63,500,Random Forest,0.88
63,500,SVC,0.9
63,2000,Logistic Regression,0.95
63,2000,Naive Bayes,0.93
63,2000,Random Forest,0.83
63,2000,SVC,0.9
63,5000,Logistic Regression,0.95
63,5000,Naive Bayes,0.9
63,5000,Random Forest,0.88
63,5000,SVC,0.88
63,All,Logistic Regression,0.64
63,All,Naive Bayes,0.81
63,All,Random Forest,0.79
63,All,SVC,0.69
64,1,Logistic Regression,0.6
64,1,Naive Bayes,0.48
64,1,Random Forest,0.6
64,1,SVC,0.6
64,10,Logistic Regression,0.79
64,10,Naive Bayes,0.74
64,10,Random Forest,0.83
64,10,SVC,0.83
64,50,Logistic Regression,0.93
64,50,Naive Bayes,0.81
64,50,Random Forest,0.88
64,50,SVC,0.83
64,100,Logistic Regression,0.88
64,100,Naive Bayes,0.83
64,100,Random Forest,0.81
64,100,SVC,0.79
64,500,Logistic Regression,0.81
64,500,Naive Bayes,0.76
64,500,Random Forest,0.79
64,500,SVC,0.86
64,2000,Logistic Regression,0.98
64,2000,Naive Bayes,0.86
64,2000,Random Forest,0.79
64,2000,SVC,0.98
64,5000,Logistic Regression,0.95
64,5000,Naive Bayes,0.86
64,5000,Random Forest,0.83
64,5000,SVC,0.95
64,All,Logistic Regression,0.64
64,All,Naive Bayes,0.71
64,All,Random Forest,0.71
64,All,SVC,0.64
65,1,Logistic Regression,0.55
65,1,Naive Bayes,0.52
65,1,Random Forest,0.55
65,1,SVC,0.55
65,10,Logistic Regression,0.81
65,10,Naive Bayes,0.79
65,10,Random Forest,0.79
65,10,SVC,0.81
65,50,Logistic Regression,0.93
65,50,Naive Bayes,0.81
65,50,Random Forest,0.88
65,50,SVC,0.88
65,100,Logistic Regression,0.93
65,100,Naive Bayes,0.86
65,100,Random Forest,0.88
65,100,SVC,0.88
65,500,Logistic Regression,0.98
65,500,Naive Bayes,0.86
65,500,Random Forest,0.9
65,500,SVC,0.95
65,2000,Logistic Regression,0.98
65,2000,Naive Bayes,0.93
65,2000,Random Forest,0.86
65,2000,SVC,0.95
65,5000,Logistic Regression,0.93
65,5000,Naive Bayes,0.9
65,5000,Random Forest,0.9
65,5000,SVC,0.93
65,All,Logistic Regression,0.74
65,All,Naive Bayes,0.83
65,All,Random Forest,0.76
65,All,SVC,0.76
66,1,Logistic Regression,0.64
66,1,Naive Bayes,0.57
66,1,Random Forest,0.64
66,1,SVC,0.64
66,10,Logistic Regression,0.83
66,10,Naive Bayes,0.86
66,10,Random Forest,0.79
66,10,SVC,0.86
66,50,Logistic Regression,0.86
66,50,Naive Bayes,0.74
66,50,Random Forest,0.86
66,50,SVC,0.88
66,100,Logistic Regression,0.9
66,100,Naive Bayes,0.81
66,100,Random Forest,0.86
66,100,SVC,0.86
66,500,Logistic Regression,0.9
66,500,Naive Bayes,0.79
66,500,Random Forest,0.88
66,500,SVC,0.9
66,2000,Logistic Regression,0.93
66,2000,Naive Bayes,0.88
66,2000,Random Forest,0.83
66,2000,SVC,0.88
66,5000,Logistic Regression,0.95
66,5000,Naive Bayes,0.93
66,5000,Random Forest,0.88
66,5000,SVC,0.93
66,All,Logistic Regression,0.62
66,All,Naive Bayes,0.76
66,All,Random Forest,0.74
66,All,SVC,0.69
67,1,Logistic Regression,0.55
67,1,Naive Bayes,0.71
67,1,Random Forest,0.55
67,1,SVC,0.55
67,10,Logistic Regression,0.88
67,10,Naive Bayes,0.88
67,10,Random Forest,0.81
67,10,SVC,0.88
67,50,Logistic Regression,0.93
67,50,Naive Bayes,0.88
67,50,Random Forest,0.86
67,50,SVC,0.9
67,100,Logistic Regression,0.86
67,100,Naive Bayes,0.83
67,100,Random Forest,0.9
67,100,SVC,0.86
67,500,Logistic Regression,0.98
67,500,Naive Bayes,0.88
67,500,Random Forest,0.9
67,500,SVC,0.95
67,2000,Logistic Regression,0.95
67,2000,Naive Bayes,0.9
67,2000,Random Forest,0.88
67,2000,SVC,0.93
67,5000,Logistic Regression,0.95
67,5000,Naive Bayes,0.93
67,5000,Random Forest,0.93
67,5000,SVC,0.95
67,All,Logistic Regression,0.67
67,All,Naive Bayes,0.81
67,All,Random Forest,0.79
67,All,SVC,0.64
68,1,Logistic Regression,0.69
68,1,Naive Bayes,0.69
68,1,Random Forest,0.69
68,1,SVC,0.69
68,10,Logistic Regression,0.79
68,10,Naive Bayes,0.76
68,10,Random Forest,0.76
68,10,SVC,0.81
68,50,Logistic Regression,0.86
68,50,Naive Bayes,0.81
68,50,Random Forest,0.86
68,50,SVC,0.83
68,100,Logistic Regression,0.93
68,100,Naive Bayes,0.88
68,100,Random Forest,0.88
68,100,SVC,0.83
68,500,Logistic Regression,0.95
68,500,Naive Bayes,0.86
68,500,Random Forest,0.88
68,500,SVC,0.95
68,2000,Logistic Regression,0.98
68,2000,Naive Bayes,0.88
68,2000,Random Forest,0.86
68,2000,SVC,0.93
68,5000,Logistic Regression,0.95
68,5000,Naive Bayes,0.88
68,5000,Random Forest,0.88
68,5000,SVC,0.93
68,All,Logistic Regression,0.64
68,All,Naive Bayes,0.76
68,All,Random Forest,0.76
68,All,SVC,0.74
69,1,Logistic Regression,0.67
69,1,Naive Bayes,0.6
69,1,Random Forest,0.67
69,1,SVC,0.67
69,10,Logistic Regression,0.9
69,10,Naive Bayes,0.67
69,10,Random Forest,0.76
69,10,SVC,0.83
69,50,Logistic Regression,0.83
69,50,Naive Bayes,0.74
69,50,Random Forest,0.86
69,50,SVC,0.83
69,100,Logistic Regression,0.88
69,100,Naive Bayes,0.79
69,100,Random Forest,0.86
69,100,SVC,0.88
69,500,Logistic Regression,0.9
69,500,Naive Bayes,0.79
69,500,Random Forest,0.86
69,500,SVC,0.9
69,2000,Logistic Regression,0.93
69,2000,Naive Bayes,0.86
69,2000,Random Forest,0.83
69,2000,SVC,0.93
69,5000,Logistic Regression,0.95
69,5000,Naive Bayes,0.86
69,5000,Random Forest,0.79
69,5000,SVC,0.95
69,All,Logistic Regression,0.64
69,All,Naive Bayes,0.69
69,All,Random Forest,0.69
69,All,SVC,0.67
70,1,Logistic Regression,0.6
70,1,Naive Bayes,0.64
70,1,Random Forest,0.6
70,1,SVC,0.6
70,10,Logistic Regression,0.86
70,10,Naive Bayes,0.74
70,10,Random Forest,0.76
70,10,SVC,0.79
70,50,Logistic Regression,0.83
70,50,Naive Bayes,0.74
70,50,Random Forest,0.81
70,50,SVC,0.86
70,100,Logistic Regression,0.93
70,100,Naive Bayes,0.81
70,100,Random Forest,0.88
70,100,SVC,0.93
70,500,Logistic Regression,0.95
70,500,Naive Bayes,0.76
70,500,Random Forest,0.9
70,500,SVC,0.98
70,2000,Logistic Regression,0.95
70,2000,Naive Bayes,0.86
70,2000,Random Forest,0.81
70,2000,SVC,0.93
70,5000,Logistic Regression,0.95
70,5000,Naive Bayes,0.9
70,5000,Random Forest,0.88
70,5000,SVC,0.95
70,All,Logistic Regression,0.64
70,All,Naive Bayes,0.71
70,All,Random Forest,0.71
70,All,SVC,0.64
71,1,Logistic Regression,0.67
71,1,Naive Bayes,0.69
71,1,Random Forest,0.67
71,1,SVC,0.67
71,10,Logistic Regression,0.81
71,10,Naive Bayes,0.76
71,10,Random Forest,0.86
71,10,SVC,0.83
71,50,Logistic Regression,0.86
71,50,Naive Bayes,0.83
71,50,Random Forest,0.86
71,50,SVC,0.81
71,100,Logistic Regression,0.9
71,100,Naive Bayes,0.88
71,100,Random Forest,0.93
71,100,SVC,0.86
71,500,Logistic Regression,0.95
71,500,Naive Bayes,0.86
71,500,Random Forest,0.93
71,500,SVC,1.0
71,2000,Logistic Regression,1.0
71,2000,Naive Bayes,0.86
71,2000,Random Forest,0.93
71,2000,SVC,0.98
71,5000,Logistic Regression,0.98
71,5000,Naive Bayes,0.93
71,5000,Random Forest,0.9
71,5000,SVC,0.98
71,All,Logistic Regression,0.76
71,All,Naive Bayes,0.79
71,All,Random Forest,0.79
71,All,SVC,0.74
72,1,Logistic Regression,0.6
72,1,Naive Bayes,0.52
72,1,Random Forest,0.6
72,1,SVC,0.6
72,10,Logistic Regression,0.71
72,10,Naive Bayes,0.67
72,10,Random Forest,0.69
72,10,SVC,0.76
72,50,Logistic Regression,0.88
72,50,Naive Bayes,0.69
72,50,Random Forest,0.76
72,50,SVC,0.86
72,100,Logistic Regression,0.86
72,100,Naive Bayes,0.76
72,100,Random Forest,0.76
72,100,SVC,0.79
72,500,Logistic Regression,0.88
72,500,Naive Bayes,0.71
72,500,Random Forest,0.79
72,500,SVC,0.86
72,2000,Logistic Regression,0.88
72,2000,Naive Bayes,0.79
72,2000,Random Forest,0.76
72,2000,SVC,0.86
72,5000,Logistic Regression,0.9
72,5000,Naive Bayes,0.74
72,5000,Random Forest,0.74
72,5000,SVC,0.93
72,All,Logistic Regression,0.62
72,All,Naive Bayes,0.64
72,All,Random Forest,0.67
72,All,SVC,0.67
73,1,Logistic Regression,0.67
73,1,Naive Bayes,0.67
73,1,Random Forest,0.67
73,1,SVC,0.67
73,10,Logistic Regression,0.81
73,10,Naive Bayes,0.76
73,10,Random Forest,0.79
73,10,SVC,0.83
73,50,Logistic Regression,0.9
73,50,Naive Bayes,0.86
73,50,Random Forest,0.86
73,50,SVC,0.86
73,100,Logistic Regression,0.98
73,100,Naive Bayes,0.86
73,100,Random Forest,0.93
73,100,SVC,0.9
73,500,Logistic Regression,0.98
73,500,Naive Bayes,0.88
73,500,Random Forest,0.88
73,500,SVC,0.98
73,2000,Logistic Regression,0.9
73,2000,Naive Bayes,0.9
73,2000,Random Forest,0.93
73,2000,SVC,0.9
73,5000,Logistic Regression,0.93
73,5000,Naive Bayes,0.9
73,5000,Random Forest,0.93
73,5000,SVC,0.93
73,All,Logistic Regression,0.71
73,All,Naive Bayes,0.81
73,All,Random Forest,0.79
73,All,SVC,0.74
74,1,Logistic Regression,0.57
74,1,Naive Bayes,0.55
74,1,Random Forest,0.57
74,1,SVC,0.57
74,10,Logistic Regression,0.76
74,10,Naive Bayes,0.69
74,10,Random Forest,0.71
74,10,SVC,0.74
74,50,Logistic Regression,0.9
74,50,Naive Bayes,0.74
74,50,Random Forest,0.83
74,50,SVC,0.86
74,100,Logistic Regression,0.88
74,100,Naive Bayes,0.81
74,100,Random Forest,0.83
74,100,SVC,0.83
74,500,Logistic Regression,0.98
74,500,Naive Bayes,0.76
74,500,Random Forest,0.81
74,500,SVC,0.98
74,2000,Logistic Regression,0.95
74,2000,Naive Bayes,0.83
74,2000,Random Forest,0.79
74,2000,SVC,0.93
74,5000,Logistic Regression,0.93
74,5000,Naive Bayes,0.86
74,5000,Random Forest,0.79
74,5000,SVC,0.9
74,All,Logistic Regression,0.69
74,All,Naive Bayes,0.71
74,All,Random Forest,0.71
74,All,SVC,0.67
75,1,Logistic Regression,0.69
75,1,Naive Bayes,0.6
75,1,Random Forest,0.69
75,1,SVC,0.69
75,10,Logistic Regression,0.83
75,10,Naive Bayes,0.81
75,10,Random Forest,0.81
75,10,SVC,0.88
75,50,Logistic Regression,0.88
75,50,Naive Bayes,0.83
75,50,Random Forest,0.88
75,50,SVC,0.88
75,100,Logistic Regression,0.93
75,100,Naive Bayes,0.83
75,100,Random Forest,0.95
75,100,SVC,0.95
75,500,Logistic Regression,0.98
75,500,Naive Bayes,0.83
75,500,Random Forest,0.93
75,500,SVC,0.95
75,2000,Logistic Regression,0.98
75,2000,Naive Bayes,0.88
75,2000,Random Forest,0.86
75,2000,SVC,0.93
75,5000,Logistic Regression,0.98
75,5000,Naive Bayes,0.9
75,5000,Random Forest,0.83
75,5000,SVC,0.95
75,All,Logistic Regression,0.69
75,All,Naive Bayes,0.83
75,All,Random Forest,0.79
75,All,SVC,0.74
76,1,Logistic Regression,0.6
76,1,Naive Bayes,0.52
76,1,Random Forest,0.6
76,1,SVC,0.6
76,10,Logistic Regression,0.81
76,10,Naive Bayes,0.71
76,10,Random Forest,0.83
76,10,SVC,0.81
76,50,Logistic Regression,0.9
76,50,Naive Bayes,0.76
76,50,Random Forest,0.88
76,50,SVC,0.95
76,100,Logistic Regression,0.93
76,100,Naive Bayes,0.74
76,100,Random Forest,0.81
76,100,SVC,0.83
76,500,Logistic Regression,0.98
76,500,Naive Bayes,0.83
76,500,Random Forest,0.88
76,500,SVC,0.98
76,2000,Logistic Regression,0.98
76,2000,Naive Bayes,0.93
76,2000,Random Forest,0.88
76,2000,SVC,0.98
76,5000,Logistic Regression,0.98
76,5000,Naive Bayes,0.88
76,5000,Random Forest,0.88
76,5000,SVC,0.95
76,All,Logistic Regression,0.74
76,All,Naive Bayes,0.71
76,All,Random Forest,0.76
76,All,SVC,0.76
77,1,Logistic Regression,0.45
77,1,Naive Bayes,0.5
77,1,Random Forest,0.45
77,1,SVC,0.45
77,10,Logistic Regression,0.79
77,10,Naive Bayes,0.81
77,10,Random Forest,0.81
77,10,SVC,0.88
77,50,Logistic Regression,0.86
77,50,Naive Bayes,0.83
77,50,Random Forest,0.9
77,50,SVC,0.83
77,100,Logistic Regression,0.93
77,100,Naive Bayes,0.83
77,100,Random Forest,0.88
77,100,SVC,0.9
77,500,Logistic Regression,0.98
77,500,Naive Bayes,0.9
77,500,Random Forest,0.9
77,500,SVC,1.0
77,2000,Logistic Regression,0.98
77,2000,Naive Bayes,0.93
77,2000,Random Forest,0.93
77,2000,SVC,0.98
77,5000,Logistic Regression,0.98
77,5000,Naive Bayes,0.9
77,5000,Random Forest,0.95
77,5000,SVC,0.98
77,All,Logistic Regression,0.81
77,All,Naive Bayes,0.81
77,All,Random Forest,0.81
77,All,SVC,0.79
78,1,Logistic Regression,0.57
78,1,Naive Bayes,0.55
78,1,Random Forest,0.57
78,1,SVC,0.57
78,10,Logistic Regression,0.88
78,10,Naive Bayes,0.76
78,10,Random Forest,0.83
78,10,SVC,0.88
78,50,Logistic Regression,0.81
78,50,Naive Bayes,0.81
78,50,Random Forest,0.83
78,50,SVC,0.79
78,100,Logistic Regression,0.93
78,100,Naive Bayes,0.83
78,100,Random Forest,0.83
78,100,SVC,0.81
78,500,Logistic Regression,0.88
78,500,Naive Bayes,0.83
78,500,Random Forest,0.86
78,500,SVC,0.88
78,2000,Logistic Regression,0.95
78,2000,Naive Bayes,0.9
78,2000,Random Forest,0.86
78,2000,SVC,0.93
78,5000,Logistic Regression,0.93
78,5000,Naive Bayes,0.86
78,5000,Random Forest,0.83
78,5000,SVC,0.93
78,All,Logistic Regression,0.69
78,All,Naive Bayes,0.74
78,All,Random Forest,0.76
78,All,SVC,0.71
79,1,Logistic Regression,0.6
79,1,Naive Bayes,0.48
79,1,Random Forest,0.6
79,1,SVC,0.6
79,10,Logistic Regression,0.76
79,10,Naive Bayes,0.69
79,10,Random Forest,0.79
79,10,SVC,0.79
79,50,Logistic Regression,0.9
79,50,Naive Bayes,0.71
79,50,Random Forest,0.79
79,50,SVC,0.83
79,100,Logistic Regression,0.86
79,100,Naive Bayes,0.74
79,100,Random Forest,0.74
79,100,SVC,0.83
79,500,Logistic Regression,0.9
79,500,Naive Bayes,0.74
79,500,Random Forest,0.76
79,500,SVC,0.83
79,2000,Logistic Regression,0.93
79,2000,Naive Bayes,0.83
79,2000,Random Forest,0.83
79,2000,SVC,0.88
79,5000,Logistic Regression,0.95
79,5000,Naive Bayes,0.86
79,5000,Random Forest,0.74
79,5000,SVC,0.98
79,All,Logistic Regression,0.67
79,All,Naive Bayes,0.71
79,All,Random Forest,0.67
79,All,SVC,0.67
80,1,Logistic Regression,0.5
80,1,Naive Bayes,0.5
80,1,Random Forest,0.5
80,1,SVC,0.5
80,10,Logistic Regression,0.79
80,10,Naive Bayes,0.64
80,10,Random Forest,0.81
80,10,SVC,0.81
80,50,Logistic Regression,0.86
80,50,Naive Bayes,0.69
80,50,Random Forest,0.83
80,50,SVC,0.76
80,100,Logistic Regression,0.86
80,100,Naive Bayes,0.71
80,100,Random Forest,0.86
80,100,SVC,0.86
80,500,Logistic Regression,0.86
80,500,Naive Bayes,0.74
80,500,Random Forest,0.83
80,500,SVC,0.93
80,2000,Logistic Regression,0.93
80,2000,Naive Bayes,0.81
80,2000,Random Forest,0.81
80,2000,SVC,0.9
80,5000,Logistic Regression,0.95
80,5000,Naive Bayes,0.81
80,5000,Random Forest,0.86
80,5000,SVC,0.93
80,All,Logistic Regression,0.57
80,All,Naive Bayes,0.64
80,All,Random Forest,0.62
80,All,SVC,0.55
81,1,Logistic Regression,0.67
81,1,Naive Bayes,0.64
81,1,Random Forest,0.67
81,1,SVC,0.67
81,10,Logistic Regression,0.83
81,10,Naive Bayes,0.79
81,10,Random Forest,0.81
81,10,SVC,0.81
81,50,Logistic Regression,0.81
81,50,Naive Bayes,0.79
81,50,Random Forest,0.83
81,50,SVC,0.9
81,100,Logistic Regression,0.98
81,100,Naive Bayes,0.81
81,100,Random Forest,0.9
81,100,SVC,0.9
81,500,Logistic Regression,0.9
81,500,Naive Bayes,0.81
81,500,Random Forest,0.83
81,500,SVC,0.93
81,2000,Logistic Regression,0.9
81,2000,Naive Bayes,0.81
81,2000,Random Forest,0.83
81,2000,SVC,0.93
81,5000,Logistic Regression,0.93
81,5000,Naive Bayes,0.83
81,5000,Random Forest,0.83
81,5000,SVC,0.93
81,All,Logistic Regression,0.69
81,All,Naive Bayes,0.76
81,All,Random Forest,0.74
81,All,SVC,0.67
82,1,Logistic Regression,0.6
82,1,Naive Bayes,0.57
82,1,Random Forest,0.6
82,1,SVC,0.6
82,10,Logistic Regression,0.74
82,10,Naive Bayes,0.79
82,10,Random Forest,0.74
82,10,SVC,0.74
82,50,Logistic Regression,0.86
82,50,Naive Bayes,0.81
82,50,Random Forest,0.76
82,50,SVC,0.86
82,100,Logistic Regression,0.88
82,100,Naive Bayes,0.83
82,100,Random Forest,0.86
82,100,SVC,0.79
82,500,Logistic Regression,0.95
82,500,Naive Bayes,0.81
82,500,Random Forest,0.81
82,500,SVC,0.9
82,2000,Logistic Regression,0.95
82,2000,Naive Bayes,0.83
82,2000,Random Forest,0.86
82,2000,SVC,0.93
82,5000,Logistic Regression,1.0
82,5000,Naive Bayes,0.9
82,5000,Random Forest,0.86
82,5000,SVC,1.0
82,All,Logistic Regression,0.71
82,All,Naive Bayes,0.79
82,All,Random Forest,0.74
82,All,SVC,0.71
83,1,Logistic Regression,0.57
83,1,Naive Bayes,0.6
83,1,Random Forest,0.57
83,1,SVC,0.57
83,10,Logistic Regression,0.79
83,10,Naive Bayes,0.79
83,10,Random Forest,0.79
83,10,SVC,0.79
83,50,Logistic Regression,0.83
83,50,Naive Bayes,0.83
83,50,Random Forest,0.81
83,50,SVC,0.88
83,100,Logistic Regression,0.88
83,100,Naive Bayes,0.79
83,100,Random Forest,0.86
83,100,SVC,0.88
83,500,Logistic Regression,0.9
83,500,Naive Bayes,0.86
83,500,Random Forest,0.88
83,500,SVC,0.93
83,2000,Logistic Regression,0.95
83,2000,Naive Bayes,0.88
83,2000,Random Forest,0.9
83,2000,SVC,0.93
83,5000,Logistic Regression,0.9
83,5000,Naive Bayes,0.9
83,5000,Random Forest,0.88
83,5000,SVC,0.9
83,All,Logistic Regression,0.64
83,All,Naive Bayes,0.79
83,All,Random Forest,0.76
83,All,SVC,0.67
84,1,Logistic Regression,0.57
84,1,Naive Bayes,0.55
84,1,Random Forest,0.57
84,1,SVC,0.57
84,10,Logistic Regression,0.74
84,10,Naive Bayes,0.76
84,10,Random Forest,0.76
84,10,SVC,0.79
84,50,Logistic Regression,0.76
84,50,Naive Bayes,0.79
84,50,Random Forest,0.79
84,50,SVC,0.74
84,100,Logistic Regression,0.93
84,100,Naive Bayes,0.81
84,100,Random Forest,0.83
84,100,SVC,0.86
84,500,Logistic Regression,0.86
84,500,Naive Bayes,0.81
84,500,Random Forest,0.79
84,500,SVC,0.86
84,2000,Logistic Regression,0.95
84,2000,Naive Bayes,0.9
84,2000,Random Forest,0.81
84,2000,SVC,0.93
84,5000,Logistic Regression,0.93
84,5000,Naive Bayes,0.9
84,5000,Random Forest,0.81
84,5000,SVC,0.9
84,All,Logistic Regression,0.64
84,All,Naive Bayes,0.79
84,All,Random Forest,0.76
84,All,SVC,0.67
85,1,Logistic Regression,0.52
85,1,Naive Bayes,0.57
85,1,Random Forest,0.52
85,1,SVC,0.52
85,10,Logistic Regression,0.83
85,10,Naive Bayes,0.81
85,10,Random Forest,0.81
85,10,SVC,0.86
85,50,Logistic Regression,0.93
85,50,Naive Bayes,0.81
85,50,Random Forest,0.83
85,50,SVC,0.9
85,100,Logistic Regression,0.9
85,100,Naive Bayes,0.79
85,100,Random Forest,0.86
85,100,SVC,0.86
85,500,Logistic Regression,1.0
85,500,Naive Bayes,0.81
85,500,Random Forest,0.83
85,500,SVC,0.98
85,2000,Logistic Regression,0.95
85,2000,Naive Bayes,0.83
85,2000,Random Forest,0.86
85,2000,SVC,0.95
85,5000,Logistic Regression,0.93
85,5000,Naive Bayes,0.86
85,5000,Random Forest,0.86
85,5000,SVC,0.95
85,All,Logistic Regression,0.69
85,All,Naive Bayes,0.76
85,All,Random Forest,0.76
85,All,SVC,0.74
86,1,Logistic Regression,0.74
86,1,Naive Bayes,0.74
86,1,Random Forest,0.74
86,1,SVC,0.74
86,10,Logistic Regression,0.88
86,10,Naive Bayes,0.83
86,10,Random Forest,0.88
86,10,SVC,0.9
86,50,Logistic Regression,0.93
86,50,Naive Bayes,0.81
86,50,Random Forest,0.9
86,50,SVC,0.93
86,100,Logistic Regression,0.9
86,100,Naive Bayes,0.83
86,100,Random Forest,0.86
86,100,SVC,0.88
86,500,Logistic Regression,0.95
86,500,Naive Bayes,0.86
86,500,Random Forest,0.93
86,500,SVC,0.93
86,2000,Logistic Regression,0.98
86,2000,Naive Bayes,0.9
86,2000,Random Forest,0.9
86,2000,SVC,0.98
86,5000,Logistic Regression,0.95
86,5000,Naive Bayes,0.93
86,5000,Random Forest,0.93
86,5000,SVC,0.98
86,All,Logistic Regression,0.69
86,All,Naive Bayes,0.83
86,All,Random Forest,0.83
86,All,SVC,0.79
87,1,Logistic Regression,0.52
87,1,Naive Bayes,0.52
87,1,Random Forest,0.52
87,1,SVC,0.52
87,10,Logistic Regression,0.76
87,10,Naive Bayes,0.74
87,10,Random Forest,0.81
87,10,SVC,0.81
87,50,Logistic Regression,0.88
87,50,Naive Bayes,0.76
87,50,Random Forest,0.86
87,50,SVC,0.88
87,100,Logistic Regression,0.95
87,100,Naive Bayes,0.76
87,100,Random Forest,0.86
87,100,SVC,0.86
87,500,Logistic Regression,0.95
87,500,Naive Bayes,0.83
87,500,Random Forest,0.81
87,500,SVC,1.0
87,2000,Logistic Regression,0.98
87,2000,Naive Bayes,0.86
87,2000,Random Forest,0.86
87,2000,SVC,0.98
87,5000,Logistic Regression,0.95
87,5000,Naive Bayes,0.86
87,5000,Random Forest,0.81
87,5000,SVC,0.95
87,All,Logistic Regression,0.74
87,All,Naive Bayes,0.76
87,All,Random Forest,0.74
87,All,SVC,0.69
88,1,Logistic Regression,0.57
88,1,Naive Bayes,0.52
88,1,Random Forest,0.57
88,1,SVC,0.57
88,10,Logistic Regression,0.69
88,10,Naive Bayes,0.67
88,10,Random Forest,0.79
88,10,SVC,0.79
88,50,Logistic Regression,0.88
88,50,Naive Bayes,0.83
88,50,Random Forest,0.83
88,50,SVC,0.88
88,100,Logistic Regression,0.93
88,100,Naive Bayes,0.79
88,100,Random Forest,0.86
88,100,SVC,0.9
88,500,Logistic Regression,0.9
88,500,Naive Bayes,0.81
88,500,Random Forest,0.88
88,500,SVC,0.88
88,2000,Logistic Regression,0.95
88,2000,Naive Bayes,0.88
88,2000,Random Forest,0.83
88,2000,SVC,0.9
88,5000,Logistic Regression,0.93
88,5000,Naive Bayes,0.88
88,5000,Random Forest,0.81
88,5000,SVC,0.9
88,All,Logistic Regression,0.62
88,All,Naive Bayes,0.76
88,All,Random Forest,0.71
88,All,SVC,0.69
89,1,Logistic Regression,0.57
89,1,Naive Bayes,0.64
89,1,Random Forest,0.57
89,1,SVC,0.57
89,10,Logistic Regression,0.79
89,10,Naive Bayes,0.76
89,10,Random Forest,0.76
89,10,SVC,0.83
89,50,Logistic Regression,0.81
89,50,Naive Bayes,0.79
89,50,Random Forest,0.81
89,50,SVC,0.71
89,100,Logistic Regression,0.86
89,100,Naive Bayes,0.81
89,100,Random Forest,0.86
89,100,SVC,0.86
89,500,Logistic Regression,0.95
89,500,Naive Bayes,0.83
89,500,Random Forest,0.9
89,500,SVC,0.93
89,2000,Logistic Regression,0.9
89,2000,Naive Bayes,0.83
89,2000,Random Forest,0.86
89,2000,SVC,0.9
89,5000,Logistic Regression,0.9
